Organization,Compound,Date,Negative,Neutral,Positive,Text,Tweets
CNN,-0.3818,Fri Sep 07 20:26:55 +0000 2018,0.583,0.283,0.133,"@Linda91255450 @Inana139 @CNN It's pretty hard to sleep when a giant toddler is screaming, and shitting himself. Po… https://t.co/Q1L4XJRHSX",74
CNN,0.0,Fri Sep 07 20:26:54 +0000 2018,1.0,0.0,0.0,"@CNN Yeezee does it, 2020.",75
CNN,0.0,Fri Sep 07 20:26:54 +0000 2018,1.0,0.0,0.0,RT @jaketapper: Papadopoulos' attorney says Trump 'hindered investigation' @CNNPolitics https://t.co/dijA7vcRL2,76
CNN,0.6808,Fri Sep 07 20:26:53 +0000 2018,0.676,0.059,0.266,"RT @CNN: Yes, Kanye West is serious about running for president, his friend John Legend says https://t.co/uT8P9qjuJK https://t.co/bble83Ztt9",77
CNN,0.0,Fri Sep 07 20:26:53 +0000 2018,1.0,0.0,0.0,"RT @BuckSexton: Remember, CNN is an “objective news source” and the anchors over there who have “no agenda or bias” aren’t delusional https…",78
CNN,-0.4019,Fri Sep 07 20:26:53 +0000 2018,0.769,0.231,0.0,RT @WillStack3: Michael Scott ain’t fooling anybody this time https://t.co/nKZ2i4L1c0,79
CNN,-0.561,Fri Sep 07 20:26:53 +0000 2018,0.663,0.239,0.098,"RT @LauraLoomer: Like I said yesterday when I confronted Jack Dorsey during the Congressional hearing, “YOU ARE A LIAR @JACK! YOU ARE LYING…",80
CNN,0.4466,Fri Sep 07 20:26:53 +0000 2018,0.887,0.0,0.113,RT @CNN: Former President Obama: “The claim that everything will turn out OK because there are people inside the White House who secretly a…,81
CNN,-0.4995,Fri Sep 07 20:26:53 +0000 2018,0.84,0.16,0.0,"RT @Emolclause: #BREAKING:BRILLIANT op-ed piece by.@alfranken show why for the sake of #JudicialIndependence, Dems must KEEP FIGHTING #Kava…",82
CNN,-0.5994,Fri Sep 07 20:26:52 +0000 2018,0.781,0.219,0.0,RT @barbarastarrcnn: BREAKING  Russia warns US of its pending attack in Syrian area of At Tanf where US troops are present. US warns Moscow…,83
CNN,-0.8074,Fri Sep 07 20:26:52 +0000 2018,0.696,0.304,0.0,"RT @LeeCamp: NBC interrupted their coverage of dolphins having sex to bring you John McCain's death. 
CNN interrupted coverage of a major p…",84
CNN,-0.5949,Fri Sep 07 20:26:51 +0000 2018,0.819,0.181,0.0,"RT @LauraLoomer: CNN is jealous of Alex Jones because he gets more viewers than them. 

That’s why they worked so hard alongside Twitter to…",85
CNN,0.0,Fri Sep 07 20:26:51 +0000 2018,1.0,0.0,0.0,@CNN Both of them are kooky.,86
CNN,0.3818,Fri Sep 07 20:26:51 +0000 2018,0.752,0.094,0.154,"Great job by Missouri College of the Ozarks we must stand for our country 🇺🇸🇺🇸🇺🇸✝️✝️✝️ down with CNN, ESPN sucks an… https://t.co/ARXlvsMLqj",87
CNN,0.4588,Fri Sep 07 20:26:51 +0000 2018,0.84,0.0,0.16,"RT @AC360: Former President Obama: “Don’t tell me your vote doesn’t matter… and if you thought elections don’t matter, I hope these last tw…",88
CNN,0.4404,Fri Sep 07 20:26:51 +0000 2018,0.451,0.165,0.383,"@CNN No West Wing jokes?

Proud of you, twitter.",89
CNN,0.0,Fri Sep 07 20:26:51 +0000 2018,1.0,0.0,0.0,RT @SenatorDurbin: The Trump Administration’s anti-immigrant agenda moves from separating families to indefinitely detaining them. The Amer…,90
CNN,0.0,Fri Sep 07 20:26:51 +0000 2018,1.0,0.0,0.0,@CNN https://t.co/9YSXlr4VEy,91
CNN,-0.2732,Fri Sep 07 20:26:50 +0000 2018,0.864,0.091,0.045,"Barack Obama is just what Democrats need - CNN

No matter how much Democrats lean over to be civil or to achieve po… https://t.co/mf1XkWtwqk",92
CNN,-0.4939,Fri Sep 07 20:26:50 +0000 2018,0.745,0.184,0.071,"RT @Timcast: CNN said that media pressure got Alex Jones banned in the first place.

They were then given advanced notice of Jones' impendi…",93
CNN,0.4588,Fri Sep 07 20:26:50 +0000 2018,0.84,0.0,0.16,"RT @AC360: Former President Obama: “Don’t tell me your vote doesn’t matter… and if you thought elections don’t matter, I hope these last tw…",94
CNN,0.5719,Fri Sep 07 20:26:50 +0000 2018,0.703,0.076,0.222,RT @RandyRainbow: Guys put on CNN right now and pretend it’s 2012. It’s awesome. https://t.co/M3fNd76n44,95
CNN,0.0,Fri Sep 07 20:26:50 +0000 2018,1.0,0.0,0.0,RT @CredicoRandy: Will be on @CNN 7pm est,96
CNN,-0.3252,Fri Sep 07 20:26:50 +0000 2018,0.865,0.135,0.0,"RT @dyllyp: For the folks that are in self-denial and saying it’s not true, bloop: https://t.co/DD2QI27hq3",97
CNN,0.4588,Fri Sep 07 20:26:49 +0000 2018,0.84,0.0,0.16,"RT @AC360: Former President Obama: “Don’t tell me your vote doesn’t matter… and if you thought elections don’t matter, I hope these last tw…",98
CNN,0.4588,Fri Sep 07 20:26:49 +0000 2018,0.84,0.0,0.16,"RT @CNN: Former President Obama: “Don’t tell me your vote doesn’t matter… and if you thought elections don’t matter, I hope these last two…",99
CNN,0.0,Fri Sep 07 20:26:49 +0000 2018,1.0,0.0,0.0,"RT @donnedia: #FridayFeeling #FridayMotivation Ideals,Policy,
Honesty,Decency &amp;Truthfulness Is How our Govt. should work Ask Pres. #BarackO…",100
Fox,0.3612,Fri Sep 07 20:27:14 +0000 2018,0.902,0.0,0.098,"RT @GregRubini: 30. Let's go back to Jim Jordan.

Jim Jordan ""CALM""...
like a cat licking its lips ?

we have this interview of Jim Jordan…",1
Fox,-0.6705,Fri Sep 07 20:27:14 +0000 2018,0.69,0.31,0.0,Geodude-Val-Hum-Fem-Neu killed by a fox on level 1 (HP: -2 [16]) Points: 4512,2
Fox,0.0,Fri Sep 07 20:27:14 +0000 2018,1.0,0.0,0.0,@teamustlie @NoskiScherloka 🤣🤣🤣🤣🤣я как то и не задумывалась,3
Fox,0.3335,Fri Sep 07 20:27:14 +0000 2018,0.798,0.074,0.128,"RT @Pink_About_it: ""I complained plenty about Fox News, but I never threatened to shut them down,""

 -Obama

Hey, James Rosen called.  He s…",4
Fox,-0.4767,Fri Sep 07 20:27:13 +0000 2018,0.697,0.236,0.068,"RT @brianstelter: Obama telling the truth about his media criticism versus Trump's criticism: ""I complained plenty about Fox News, but you…",5
Fox,0.7367,Fri Sep 07 20:27:13 +0000 2018,0.692,0.064,0.244,"RT @CalebJHull: “I complained plenty about Fox News, but I never threatened to shut them down.”

It’s probably a good time to remind you th…",6
Fox,0.3335,Fri Sep 07 20:27:12 +0000 2018,0.789,0.077,0.134,"RT @CRTV: ""I complained plenty about Fox News, but I never threatened to shut them down,” says @BarackObama, whose administration spied on…",7
Fox,0.0,Fri Sep 07 20:27:12 +0000 2018,1.0,0.0,0.0,"RT @JoeConchaTV: On the cable news front, Fox News, MSNBC and CNN all covered former President Obama's speech on Friday. On Thursday night,…",8
Fox,0.0,Fri Sep 07 20:27:11 +0000 2018,1.0,0.0,0.0,RT @kelly_ramona: President Trump will Speak on Fox soon ! 🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸🇺🇸🇺🇸,9
Fox,0.0,Fri Sep 07 20:27:10 +0000 2018,1.0,0.0,0.0,"Disney bought Fox.
Fox owns Bakshi's Wizards.

Therefore Elinor is now a Disney Princess: https://t.co/AyZZUBlATB",10
Fox,0.2325,Fri Sep 07 20:27:09 +0000 2018,0.833,0.067,0.1,"RT @NBCNews: Former President Obama: “I complained plenty about Fox News, but you never heard me threaten to shut them down, or call them ‘…",11
Fox,0.0,Fri Sep 07 20:27:09 +0000 2018,1.0,0.0,0.0,@OptimistiCaniac Apparently the fox sports go version is not geolocked,12
Fox,-0.1724,Fri Sep 07 20:27:08 +0000 2018,0.865,0.082,0.053,RT @StephenGutowski: @brianstelter You can't be serious. The Obama admin tried to exclude Fox News from interviews and named James Rosen as…,13
Fox,-0.4767,Fri Sep 07 20:27:08 +0000 2018,0.697,0.236,0.068,"RT @brianstelter: Obama telling the truth about his media criticism versus Trump's criticism: ""I complained plenty about Fox News, but you…",14
Fox,0.0,Fri Sep 07 20:27:08 +0000 2018,1.0,0.0,0.0,きっと、もう形にならないんだろうなぁ。だってボクは、「それ」を言い過ぎたから、もう意味なんて無いんだろうってね,15
Fox,0.7888,Fri Sep 07 20:27:08 +0000 2018,0.674,0.062,0.264,"RT @KatiePavlich: ""I complained plenty about Fox News, but I never threatened to shut them down,"" -Obama, but he did have his Justice Depar…",16
Fox,-0.6908,Fri Sep 07 20:27:07 +0000 2018,0.695,0.305,0.0,"RT @HuntSabs: Two members of the Buccleuch Hunt are facing charges of illegal hunting 
https://t.co/g2gF19qow1",17
Fox,-0.5742,Fri Sep 07 20:27:07 +0000 2018,0.74,0.19,0.07,"RT @funder: ""I complained plenty about Fox News. But you never heard me threaten to shut them down. Or call them enemies of the people."" Pr…",18
Fox,-0.1321,Fri Sep 07 20:27:07 +0000 2018,0.818,0.1,0.081,"RT @kylegriffin1: Barack Obama: ""I complained plenty about Fox News. But you never heard me threaten to shut them down. Or call them enemie…",19
Fox,0.7888,Fri Sep 07 20:27:07 +0000 2018,0.674,0.062,0.264,"RT @KatiePavlich: ""I complained plenty about Fox News, but I never threatened to shut them down,"" -Obama, but he did have his Justice Depar…",20
Fox,-0.3818,Fri Sep 07 20:27:07 +0000 2018,0.88,0.12,0.0,"RT @bennyjohnson: Obama criminally prosecuted Fox News journalists.
Obama had his DOJ surveil Fox News reporters, track their whereabouts a…",21
Fox,0.0,Fri Sep 07 20:27:06 +0000 2018,1.0,0.0,0.0,"RT @cacoaguilar: Pero quien es Luis Almagro

Es el actual Serio. Gnral. de la OEA

Es un ultraderechista y enemigo recalcitrante de los gob…",22
Fox,0.0,Fri Sep 07 20:27:06 +0000 2018,1.0,0.0,0.0,"RT @dallascowboys: This is OUR moment.
#DallasCowboys

#DALvsCAR » 3:25 PM CT » FOX https://t.co/WrWhMFCvUu",23
Fox,0.4767,Fri Sep 07 20:27:05 +0000 2018,0.563,0.0,0.437,"@SarahKSilverman Do, 'Fox and Friends.",24
Fox,0.0,Fri Sep 07 20:27:05 +0000 2018,1.0,0.0,0.0,@Fox_Arc おきてりゃあぁぁぁぁ💕💕💕💕💕💕💕💕💕💕💕💕,25
Fox,-0.1321,Fri Sep 07 20:27:05 +0000 2018,0.818,0.1,0.081,"RT @MaggieJordanACN: Barack Obama: ""I complained plenty about Fox News. But you never heard me threaten to shut them down. Or call them ene…",26
Fox,-0.4374,Fri Sep 07 20:27:05 +0000 2018,0.711,0.189,0.1,RT @PattiSM74: @brianstelter You're disgusting! You know darned well @BarackObama criminally targeted Fox News reporters individually! Stop…,27
Fox,-0.4767,Fri Sep 07 20:27:04 +0000 2018,0.697,0.236,0.068,"RT @brianstelter: Obama telling the truth about his media criticism versus Trump's criticism: ""I complained plenty about Fox News, but you…",28
Fox,0.3335,Fri Sep 07 20:27:04 +0000 2018,0.798,0.074,0.128,"RT @Pink_About_it: ""I complained plenty about Fox News, but I never threatened to shut them down,""

 -Obama

Hey, James Rosen called.  He s…",29
Fox,0.0,Fri Sep 07 20:27:04 +0000 2018,1.0,0.0,0.0,RT @M_Simonyan: Экс-обозревательница CNN и экс-обозревательница FOX News Скотти Нелл Хьюз пришла к нам на RT America работать. У американск…,30
Fox,0.0,Fri Sep 07 20:27:04 +0000 2018,0.705,0.131,0.164,"@terracid C'est comme le BOY dans la vo de God of war quoi. Mais clairement, vu que c'est Marvel même derrière le j… https://t.co/NS159gLsUY",31
Fox,0.0,Fri Sep 07 20:27:03 +0000 2018,1.0,0.0,0.0,"RT @PalmerReport: @realDonaldTrump GIVE IT UP MAN, YOU DON'T EVEN KNOW WHAT PLANET YOU'RE ON

Donald Trump gives berserk new interview to F…",32
Fox,-0.3716,Fri Sep 07 20:27:02 +0000 2018,0.812,0.188,0.0,"RT @Stop_Trump20: We’re in a constitutional crisis, but meanwhile on Fox News... https://t.co/nfDtz0mRTj",33
Fox,-0.1321,Fri Sep 07 20:27:01 +0000 2018,0.811,0.104,0.084,"RT @politvidchannel: President Obama RIPS Trump

“I complained plenty about Fox News,But you never heard me threaten to shut them down or c…",34
Fox,-0.6957,Fri Sep 07 20:27:01 +0000 2018,0.64,0.269,0.09,"RT @HLAurora63: Why are you giving this SOB a platform Fox News?! Absolutely disgusting and anti-American.

Everything out of that bastard'…",35
Fox,0.0,Fri Sep 07 20:27:01 +0000 2018,1.0,0.0,0.0,"RT @amber_athey: Obama didn't just ""complain"" about Fox News -- he spied on their reporters.",36
Fox,-0.6705,Fri Sep 07 20:27:01 +0000 2018,0.756,0.244,0.0,RT @StephenGutowski: @brianstelter Here's President Obama complaining about Fox only reporting negative stories about the Obama admin and n…,37
Fox,0.0,Fri Sep 07 20:27:01 +0000 2018,1.0,0.0,0.0,"RT @amber_athey: CNN, MSNBC, and Fox News all covered the entirety of Obama's speech -- over an hour long -- in Illinois. 

Trump started s…",38
Fox,-0.1321,Fri Sep 07 20:27:00 +0000 2018,0.818,0.1,0.081,"RT @kylegriffin1: Barack Obama: ""I complained plenty about Fox News. But you never heard me threaten to shut them down. Or call them enemie…",39
Fox,-0.8126,Fri Sep 07 20:27:00 +0000 2018,0.73,0.27,0.0,"RT @HLAurora63: I can't begin express the absolute disgust I have for this👇human piece of garbage.

Zero class bastard can't do the right t…",40
Fox,-0.0762,Fri Sep 07 20:27:00 +0000 2018,0.909,0.091,0.0,"Just when you think we haven't reached peak crazytown, Lou Dobbs calls GWB a Liberal...https://t.co/xXdPwuQKIt",41
Fox,-0.4215,Fri Sep 07 20:26:59 +0000 2018,0.891,0.109,0.0,"RT @RBReich: Trump is ramping up his lies through his main amplifiers: Fox News, his rallies, and his Twitter account. Here are 3 ways you…",42
Fox,0.0,Fri Sep 07 20:26:59 +0000 2018,1.0,0.0,0.0,RT @Jillibean557: Nike Is 'Exploiting' a Divisive Issue: MO College Says It's Dropping Nike After Kaepernick Ad https://t.co/Jp2IBm1BmG,43
Fox,0.5972,Fri Sep 07 20:26:59 +0000 2018,0.814,0.0,0.186,"@IngrahamAngle One is to suggest the AG investigate free press to start! Of course, does not include Fox!",44
Fox,0.0,Fri Sep 07 20:26:59 +0000 2018,1.0,0.0,0.0,"RT @elsiquisiri: Finalmente, a Fox y a EPN también los ovacionaron sus copartidarios en su momento. Y lo de los plebiscitos, me parece les…",45
Fox,0.0,Fri Sep 07 20:26:58 +0000 2018,1.0,0.0,0.0,Ylvis The Fox https://t.co/sL5IMoDXHC,46
Fox,-0.1724,Fri Sep 07 20:26:58 +0000 2018,0.865,0.082,0.053,RT @StephenGutowski: @brianstelter You can't be serious. The Obama admin tried to exclude Fox News from interviews and named James Rosen as…,47
Fox,0.0,Fri Sep 07 20:26:58 +0000 2018,1.0,0.0,0.0,RT @gavinesler: So let me get this right. The Brexit Secretary hasn’t done his Brexit homework. The NI Secretary doesn’t know about Unionis…,48
Fox,-0.1724,Fri Sep 07 20:26:58 +0000 2018,0.865,0.082,0.053,RT @StephenGutowski: @brianstelter You can't be serious. The Obama admin tried to exclude Fox News from interviews and named James Rosen as…,49
Fox,-0.8126,Fri Sep 07 20:26:57 +0000 2018,0.73,0.27,0.0,"RT @HLAurora63: I can't begin express the absolute disgust I have for this👇human piece of garbage.

Zero class bastard can't do the right t…",50
Fox,0.3335,Fri Sep 07 20:26:57 +0000 2018,0.798,0.074,0.128,"RT @Pink_About_it: ""I complained plenty about Fox News, but I never threatened to shut them down,""

 -Obama

Hey, James Rosen called.  He s…",51
Fox,0.7888,Fri Sep 07 20:26:57 +0000 2018,0.674,0.062,0.264,"RT @KatiePavlich: ""I complained plenty about Fox News, but I never threatened to shut them down,"" -Obama, but he did have his Justice Depar…",52
Fox,0.0,Fri Sep 07 20:26:57 +0000 2018,1.0,0.0,0.0,"RT @adamcbest: Question: Am I actually getting old, or is the nonstop barrage of pharmaceutical commercials on CNN, Fox and MSNBC just maki…",53
Fox,-0.4215,Fri Sep 07 20:26:56 +0000 2018,0.891,0.109,0.0,"RT @RBReich: Trump is ramping up his lies through his main amplifiers: Fox News, his rallies, and his Twitter account. Here are 3 ways you…",54
Fox,-0.0772,Fri Sep 07 20:26:56 +0000 2018,0.933,0.067,0.0,"@RoyBlunt Senator in response to your contribution on FOX today, I'm sorry as a citizen, I didnt hear anything that… https://t.co/3oQlN9n6FT",55
Fox,-0.1724,Fri Sep 07 20:26:55 +0000 2018,0.865,0.082,0.053,RT @StephenGutowski: @brianstelter You can't be serious. The Obama admin tried to exclude Fox News from interviews and named James Rosen as…,56
Fox,0.0,Fri Sep 07 20:26:55 +0000 2018,1.0,0.0,0.0,RT @danpfeiffer: Oh the nostalgia of seeing a President speak who knows things beyond what was on Fox and has read a book this century.,57
Fox,0.0,Fri Sep 07 20:26:55 +0000 2018,1.0,0.0,0.0,RT @StephenGutowski: @brianstelter Here's Obama's communications director Anita Dunn on Reliable Sources saying Fox News isn't a news stati…,58
Fox,0.0,Fri Sep 07 20:26:54 +0000 2018,1.0,0.0,0.0,Fox News Analyst Goes Off-Script: Trump Lacks 'The Temperament' To Be President https://t.co/buaNctEKYe,59
Fox,0.0,Fri Sep 07 20:26:54 +0000 2018,1.0,0.0,0.0,RT @Philip_Elliott: Fox News has dropped live coverage of President Trump's event.,60
Fox,0.0,Fri Sep 07 20:26:54 +0000 2018,1.0,0.0,0.0,"RT @Diplo_JV: Het #ad is nu echt de spreekbuis van @groenlinks geworden.
Wordt het niet tijd dat er een tegengeluid komt. De #MSM zijn niet…",61
Fox,-0.4767,Fri Sep 07 20:26:54 +0000 2018,0.697,0.236,0.068,"RT @brianstelter: Obama telling the truth about his media criticism versus Trump's criticism: ""I complained plenty about Fox News, but you…",62
Fox,-0.765,Fri Sep 07 20:26:53 +0000 2018,0.714,0.286,0.0,And Fox is exploiting a man with mental illness. They feed his paranoia. Who exactly is running the US gov these da… https://t.co/Z2eHMYgfLd,63
Fox,0.7367,Fri Sep 07 20:26:53 +0000 2018,0.692,0.064,0.244,"RT @CalebJHull: “I complained plenty about Fox News, but I never threatened to shut them down.”

It’s probably a good time to remind you th…",64
Fox,0.7888,Fri Sep 07 20:26:53 +0000 2018,0.674,0.062,0.264,"RT @KatiePavlich: ""I complained plenty about Fox News, but I never threatened to shut them down,"" -Obama, but he did have his Justice Depar…",65
Fox,0.0,Fri Sep 07 20:26:53 +0000 2018,1.0,0.0,0.0,"RT @amber_athey: Obama didn't just ""complain"" about Fox News -- he spied on their reporters.",66
Fox,0.7888,Fri Sep 07 20:26:52 +0000 2018,0.674,0.062,0.264,"RT @KatiePavlich: ""I complained plenty about Fox News, but I never threatened to shut them down,"" -Obama, but he did have his Justice Depar…",67
Fox,-0.4767,Fri Sep 07 20:26:51 +0000 2018,0.697,0.236,0.068,"RT @brianstelter: Obama telling the truth about his media criticism versus Trump's criticism: ""I complained plenty about Fox News, but you…",68
Fox,-0.3612,Fri Sep 07 20:26:51 +0000 2018,0.889,0.111,0.0,RT @TheLastRefuge2: Chuck Todd Says “Fight Back” Against Fox News – Two Days Later Unstable Man Drives Truck into Fox News… https://t.co/Vn…,69
Fox,-0.25,Fri Sep 07 20:26:51 +0000 2018,0.8,0.2,0.0,RT @Lrihendry: Why is Obama on Fox spewing propaganda?,70
Fox,-0.7754,Fri Sep 07 20:26:51 +0000 2018,0.721,0.279,0.0,"RT @counterchekist: “Failing NY Times may not like me, but the short crazy despot guy who’s executed officials with an anti-aircraft gun, t…",71
Fox,0.0,Fri Sep 07 20:26:51 +0000 2018,1.0,0.0,0.0,@oBake_fox https://t.co/fb4eUDPxuz,72
Fox,0.7888,Fri Sep 07 20:26:50 +0000 2018,0.674,0.062,0.264,"RT @KatiePavlich: ""I complained plenty about Fox News, but I never threatened to shut them down,"" -Obama, but he did have his Justice Depar…",73
Fox,-0.6957,Fri Sep 07 20:26:50 +0000 2018,0.64,0.269,0.09,"RT @HLAurora63: Why are you giving this SOB a platform Fox News?! Absolutely disgusting and anti-American.

Everything out of that bastard'…",74
Fox,0.0,Fri Sep 07 20:26:50 +0000 2018,1.0,0.0,0.0,RT @danpfeiffer: Oh the nostalgia of seeing a President speak who knows things beyond what was on Fox and has read a book this century.,75
Fox,0.0,Fri Sep 07 20:26:49 +0000 2018,1.0,0.0,0.0,RT @kilmeade: Horsing around on the #Fox square... 🐴 how’s your #Friday morning? @foxandfriends https://t.co/C4voL23mo0,76
Fox,0.0,Fri Sep 07 20:26:49 +0000 2018,1.0,0.0,0.0,"RT @amber_athey: Obama didn't just ""complain"" about Fox News -- he spied on their reporters.",77
Fox,0.2325,Fri Sep 07 20:26:49 +0000 2018,0.833,0.067,0.1,"RT @NBCNews: Former President Obama: “I complained plenty about Fox News, but you never heard me threaten to shut them down, or call them ‘…",78
Fox,-0.5423,Fri Sep 07 20:26:49 +0000 2018,0.857,0.143,0.0,"@NBCNews Obama, you spied on Fox reporters, seized phone records and personal emails and declared James Rosen an enemy of the state.",79
Fox,0.0,Fri Sep 07 20:26:48 +0000 2018,1.0,0.0,0.0,"RT @dallascowboys: This is OUR moment.
#DallasCowboys

#DALvsCAR » 3:25 PM CT » FOX https://t.co/WrWhMFCvUu",80
Fox,-0.4767,Fri Sep 07 20:26:48 +0000 2018,0.697,0.236,0.068,"RT @brianstelter: Obama telling the truth about his media criticism versus Trump's criticism: ""I complained plenty about Fox News, but you…",81
Fox,-0.4215,Fri Sep 07 20:26:48 +0000 2018,0.891,0.109,0.0,"RT @RBReich: Trump is ramping up his lies through his main amplifiers: Fox News, his rallies, and his Twitter account. Here are 3 ways you…",82
Fox,0.7888,Fri Sep 07 20:26:47 +0000 2018,0.674,0.062,0.264,"RT @KatiePavlich: ""I complained plenty about Fox News, but I never threatened to shut them down,"" -Obama, but he did have his Justice Depar…",83
Fox,-0.2263,Fri Sep 07 20:26:47 +0000 2018,0.769,0.132,0.099,"RT @KDKA: BACK ON THE BIG SCREEN: As a special tribute to actor Burt Reynolds, who died yesterday, a local movie theater will have a specia…",84
Fox,-0.3818,Fri Sep 07 20:26:47 +0000 2018,0.88,0.12,0.0,"RT @bennyjohnson: Obama criminally prosecuted Fox News journalists.
Obama had his DOJ surveil Fox News reporters, track their whereabouts a…",85
Fox,0.7888,Fri Sep 07 20:26:46 +0000 2018,0.674,0.062,0.264,"RT @KatiePavlich: ""I complained plenty about Fox News, but I never threatened to shut them down,"" -Obama, but he did have his Justice Depar…",86
Fox,0.0,Fri Sep 07 20:26:46 +0000 2018,1.0,0.0,0.0,@trumpwarrior61 Watch TV. Not Fox.,87
Fox,0.5267,Fri Sep 07 20:26:45 +0000 2018,0.866,0.0,0.134,RT @Cernovich: James Rosen's parents were among those who had their phone records seized by the Dept. of Justice during its investigation i…,88
Fox,0.4767,Fri Sep 07 20:26:45 +0000 2018,0.773,0.063,0.164,RT @dbongino: Is this guy serious? Obama’s Dept. of Justice LITERALLY criminally targeted a Fox News reporter. 👇🏻 https://t.co/3mqaQKncGw,89
Fox,-0.4588,Fri Sep 07 20:26:45 +0000 2018,0.786,0.214,0.0,RT @DonnyFerguson: He literally tried to have a Fox News reporter imprisoned. https://t.co/y7wdQvlIC3,90
Fox,-0.296,Fri Sep 07 20:26:44 +0000 2018,0.879,0.121,0.0,RT @JohnJam58433580: @aynrand_global @yaronbrook @DouglasKMurray @Fox_Claire @AynRandInst Murray should ask Yaron why there is no Islamic t…,91
Fox,0.25,Fri Sep 07 20:26:44 +0000 2018,0.917,0.0,0.083,RT @FoxsGlaciers: Step back in time with our #retro Fox’s selection box #FreebieFriday To #enter the #prizedraw and have a chance to #win j…,92
Fox,0.4753,Fri Sep 07 20:26:44 +0000 2018,0.795,0.0,0.205,"I liked a @YouTube video https://t.co/QN9LetnoUi Starlink + Star Fox - Opening Cutscene (Peppy, Falco, &amp; Slippy!)",93
Fox,-0.4215,Fri Sep 07 20:26:44 +0000 2018,0.891,0.109,0.0,"RT @RBReich: Trump is ramping up his lies through his main amplifiers: Fox News, his rallies, and his Twitter account. Here are 3 ways you…",94
Fox,0.0,Fri Sep 07 20:26:44 +0000 2018,1.0,0.0,0.0,RT @gavinesler: So let me get this right. The Brexit Secretary hasn’t done his Brexit homework. The NI Secretary doesn’t know about Unionis…,95
Fox,-0.4767,Fri Sep 07 20:26:43 +0000 2018,0.697,0.236,0.068,"RT @brianstelter: Obama telling the truth about his media criticism versus Trump's criticism: ""I complained plenty about Fox News, but you…",96
Fox,0.0,Fri Sep 07 20:26:43 +0000 2018,1.0,0.0,0.0,RT @RawStory: ‘Merger between Fox News and the Trump presidency’ on display at latest campaign rally: CNN media analyst https://t.co/cfawA0…,97
Fox,-0.7456,Fri Sep 07 20:26:43 +0000 2018,0.716,0.284,0.0,"RT @DrJaneRuby: .@LauraLoomer was ridiculed by GOP @USRepLong while exercising her 1st Amend right

FAKE CONSERVATIVE @FoxNews @GregGutfeld…",98
Fox,0.0,Fri Sep 07 20:26:43 +0000 2018,1.0,0.0,0.0,RT @NASCARONFOX: NEWS: Multiple sources have confirmed to FOX that Martin Truex Jr. and Cole Pearn will go to Joe Gibbs Racing and the No.…,99
Fox,0.7096,Fri Sep 07 20:26:43 +0000 2018,0.636,0.078,0.286,"@RepSwalwell @TuckerCarlson Oh, you are too good and too smart to go on any Fox News programs. Avoid them like the plague.",100
New York times,-0.0258,Fri Sep 07 20:27:16 +0000 2018,0.772,0.116,0.112,RT @charliekirk11: Why do Trump supporters get banned for pushing the envelope yet liberals who incite genocide against white people keep t…,1
New York times,0.0,Fri Sep 07 20:27:15 +0000 2018,1.0,0.0,0.0,"RT @DanBarryNYT: Responding to Sarah Sanders, a reader calls The New York Times: https://t.co/p6id73T2H8",2
New York times,0.0,Fri Sep 07 20:27:14 +0000 2018,1.0,0.0,0.0,RT @NYTimesPR: Response from The New York Times to President Trump's comments indicating Attorney General Jeff Sessions should investigate…,3
New York times,0.0,Fri Sep 07 20:27:13 +0000 2018,1.0,0.0,0.0,Trump calls on Sessions to investigate anonymous NYT op-ed https://t.co/DXnA46WKFF #FoxNews,4
New York times,0.2023,Fri Sep 07 20:27:11 +0000 2018,0.863,0.054,0.083,RT @kenvogel: Not sure this is what @PressSec had in mind when she urged people to call The New York Times general switchboard to demand th…,5
New York times,0.0,Fri Sep 07 20:27:11 +0000 2018,1.0,0.0,0.0,"RT @VenezuelaT1: MIERDA LOCO MIRA COMO QUEDO EL SUPUESTO GRINGO DE Jaime Bayly, Jorge Rodríguez LE DIO HASTA CON EL TOBO PARA QUE DEJE DE A…",6
New York times,-0.5423,Fri Sep 07 20:27:11 +0000 2018,0.868,0.132,0.0,"RT @RealJamesWoods: The New York Times gave voice to that #AnonymousCoward, and they wonder why so many call them “the enemy of the people?…",7
New York times,0.0,Fri Sep 07 20:27:10 +0000 2018,1.0,0.0,0.0,RT @GovMikeHuckabee: Here are some updates on the story of the New York Times op-ed by the alleged “senior White House official” who smugly…,8
New York times,0.1531,Fri Sep 07 20:27:10 +0000 2018,0.703,0.137,0.16,RT @seanspicer: Great piece by former @WhiteHouse @PressSec @AriFleischer on the anonymous senior staffer: New York Times op-ed betrays @re…,9
New York times,0.0,Fri Sep 07 20:27:10 +0000 2018,1.0,0.0,0.0,"""Robots Can Manage Your Money. But Even They Need Humans."" by TARA SIEGEL BERNARD via NYT The New York Times https://t.co/ZmTkLHZqe2",10
New York times,-0.5423,Fri Sep 07 20:27:08 +0000 2018,0.863,0.137,0.0,"RT @peterbakernyt: ""As bad as you think it is, it’s actually worse”: What if Anonymous and Woodward are only scratching the surface? @sbg1…",11
New York times,-0.5122,Fri Sep 07 20:27:08 +0000 2018,0.823,0.177,0.0,"RT @SecretaryPerry: I am not the author of the New York Times OpEd, nor do I agree with its characterizations. Hiding behind anonymity and…",12
